rooms,garages,useful_area,latitude,longitude,value,interior_quality
3.0,4.0,340,-23.610972,-46.6790996,4285090,3
4.0,4.0,254,-23.5722373,-46.648823,3556480,1
3.0,1.0,93,-23.5698303,-46.6373691,1017940,2
4.0,2.0,124,-23.6008274,-46.6725488,1985340,3
4.0,2.0,120,-23.5229364,-46.6836592,1070870,3
4.0,2.0,147,-23.6020931,-46.6720581,1907040,2
2.0,1.0,85,-23.5805372,-46.6245923,622501,2
2.0,2.0,62,-23.6193385,-46.7362848,434317,1
4.0,3.0,279,-23.6390494,-46.7007211,2956430,1
3.0,1.0,130,-23.5672782,-46.6877165,1621830,2
1.0,1.0,45,-23.6038318,-46.6648111,643965,2
2.0,1.0,55,-23.4978889,-46.6415018,346815,3
2.0,1.0,61,-23.6078668,-46.6651735,704773,2
4.0,3.0,280,-23.6057348,-46.7066153,2275340,2
3.0,2.0,122,-23.5699005,-46.6334929,988263,2
2.0,2.0,57,-23.5550981,-46.6519371,726054,3
3.0,2.0,180,-23.5406062,-46.6554318,1676890,2
2.0,1.0,68,-23.6016683,-46.6408493,558175,2
2.0,1.0,67,-23.5595325,-46.5902208,377382,1
3.0,3.0,288,-23.5670245,-46.6478402,2289980,2
1.0,1.0,55,-23.6151197,-46.6856933,720075,3
3.0,2.0,167,-23.5595039,-46.5867187,1236840,2
2.0,1.0,48,-23.5316334,-46.7304957,547624,2
4.0,3.0,340,-23.5649467,-46.6590009,4612730,2
2.0,1.0,68,-23.533194,-46.658073,713417,3
5.0,4.0,400,-23.6046321,-46.655082,4885470,1
2.0,1.0,60,-23.5968553,-46.6690821,834448,1
4.0,5.0,287,-23.618683,-46.7378831,2524820,3
3.0,2.0,186,-23.5358636,-46.6760041,1727570,3
4.0,2.0,140,-23.5660955,-46.6598903,1777300,1
3.0,2.0,94,-23.6386968,-46.6713237,672950,1
3.0,2.0,120,-23.5713184,-46.6349529,832444,3
3.0,2.0,210,-23.5655491,-46.660875,2574960,3
2.0,2.0,120,-23.6003027,-46.7300304,767885,2
3.0,2.0,126,-23.608218,-46.6578798,1408760,3
2.0,1.0,90,-23.6350191,-46.6653232,862958,1
3.0,3.0,230,-23.5799355,-46.6924276,4000140,2
1.0,1.0,43,-23.5629768,-46.6504774,590299,2
4.0,4.0,272,-23.572589,-46.6506623,4366950,1
3.0,4.0,111,-23.5933158,-46.6306592,1321950,3
3.0,2.0,94,-23.6350739,-46.6389076,748159,1
2.0,1.0,82,-23.5622033,-46.6631702,947122,1
4.0,3.0,178,-23.5419449,-46.6721565,2368610,1
4.0,4.0,360,-23.5729407,-46.6493936,4310980,1
4.0,3.0,127,-23.6256943,-46.7183279,1513620,1
4.0,3.0,270,-23.6256943,-46.7183279,3217920,2
3.0,2.0,236,-23.5857969,-46.6856333,2884340,3
2.0,1.0,50,-23.4933981,-46.6392427,349023,3
3.0,2.0,120,-23.5542281,-46.6888363,1031160,3
4.0,2.0,317,-23.5686423,-46.6519845,3723590,3
3.0,1.0,146,-23.534965,-46.6661361,1128670,2
2.0,2.0,180,-23.5676481,-46.6568647,2287140,3
4.0,3.0,225,-23.5907257,-46.665845,3933300,3
4.0,3.0,130,-23.6459818,-46.669403,1001970,1
2.0,1.0,78,-23.5927218,-46.6741193,1020460,1
4.0,3.0,200,-23.6316946,-46.7294364,1860340,3
3.0,2.0,200,-23.561993,-46.6871659,2071610,2
2.0,1.0,56,-23.6364633,-46.6395736,442356,1
3.0,2.0,160,-23.5510911,-46.6497571,1451330,3
4.0,2.0,170,-23.606006,-46.6673543,1662580,1
3.0,1.0,135,-23.5783035,-46.6729261,1890350,3
1.0,1.0,59,-23.6171629,-46.7315267,297940,3
2.0,1.0,68,-23.6078431,-46.6338888,673546,3
1.0,1.0,38,-23.5390974,-46.6542559,297116,2
3.0,2.0,175,-23.5637016,-46.6848775,1614580,2
5.0,6.0,550,-23.6210181,-46.7387319,3538140,3
4.0,5.0,407,-23.5340703,-46.6790931,4746680,3
2.0,1.0,56,-23.5827365,-46.6714342,744698,1
4.0,3.0,200,-23.5665184,-46.6867103,1783770,2
1.0,1.0,32,-23.5630354,-46.616197,235793,2
2.0,1.0,97,-23.5568506,-46.6555625,783009,3
3.0,1.0,96,-23.5986963,-46.7307425,409596,2
3.0,2.0,116,-23.6128188,-46.6256772,946688,3
4.0,4.0,314,-23.6219248,-46.7393416,3013540,3
4.0,3.0,126,-23.5330281,-46.7157174,1422310,3
3.0,1.0,80,-23.5843377,-46.7286258,541697,1
2.0,1.0,65,-23.6219349,-46.652382,419972,2
3.0,1.0,50,-23.6404864,-46.6526494,386893,1
4.0,4.0,240,-23.6004733,-46.6708145,3678280,3
3.0,4.0,155,-23.5652892,-46.6630318,2587140,3
3.0,4.0,282,-23.6264092,-46.7301313,1645400,1
4.0,3.0,142,-23.5822333,-46.6077167,954560,1
2.0,1.0,58,-23.5001369,-46.6185199,555047,1
3.0,2.0,131,-23.6066931,-46.6579929,1868440,1
2.0,2.0,49,-23.5316334,-46.7304957,559033,2
1.0,5.0,384,-23.55279,-46.655567,2536710,2
1.0,1.0,44,-23.5881904,-46.6721856,597441,3
4.0,4.0,193,-23.6095727,-46.7347678,1053200,2
4.0,3.0,304,-23.602792,-46.6947674,3932230,3
3.0,4.0,128,-23.6458761,-46.6686131,914438,1
4.0,3.0,290,-23.573914,-46.6586151,3999350,1
4.0,4.0,206,-23.599023,-46.6653395,2687810,3
3.0,2.0,212,-23.5379428,-46.6607927,1980730,1
3.0,2.0,92,-23.5373259,-46.6788506,961239,2
1.0,1.0,190,-23.5524515,-46.6552393,2894000,2
2.0,1.0,45,-23.5671109,-46.5872818,300987,1
1.0,1.0,45,-23.6037122,-46.6736119,630906,3
4.0,3.0,217,-23.6053145,-46.6459762,2043800,1
3.0,1.0,187,-23.5352529,-46.6605403,1680250,2
4.0,4.0,715,-23.6059931,-46.7055279,4436380,1
4.0,2.0,170,-23.6075781,-46.6632948,1779310,1
3.0,1.0,62,-23.5777354,-46.6037747,503711,2
1.0,1.0,45,-23.607136,-46.6604278,589385,2
2.0,2.0,56,-23.5517267,-46.6809807,596615,3
1.0,1.0,25,-23.5516807,-46.6545494,284101,3
3.0,2.0,112,-23.5870563,-46.6357437,891334,3
4.0,3.0,160,-23.5944691,-46.669331,2012310,1
2.0,1.0,50,-23.5858603,-46.6371038,451043,1
3.0,1.0,91,-23.5431679,-46.6870126,845699,1
2.0,2.0,85,-23.60883,-46.613139,896188,1
4.0,5.0,339,-23.6200271,-46.7354486,2218220,2
3.0,3.0,190,-23.6088074,-46.658644,2138840,2
4.0,4.0,238,-23.6064711,-46.6902922,3243420,1
2.0,1.0,98,-23.5856278,-46.6809772,1204280,2
4.0,2.0,95,-23.501634,-46.6374186,917571,1
3.0,1.0,140,-23.5642124,-46.6699908,1588850,2
2.0,1.0,60,-23.5351761,-46.685924,705744,3
1.0,1.0,55,-23.553154,-46.651789,436564,2
2.0,1.0,95,-23.5677044,-46.6344763,803885,2
3.0,2.0,76,-23.5348943,-46.689833,891904,3
4.0,3.0,176,-23.6293984,-46.7291863,905077,2
1.0,1.0,28,-23.5557352,-46.6597,389024,3
2.0,1.0,113,-23.5641687,-46.6802719,1409740,1
3.0,2.0,138,-23.6001265,-46.7254076,994259,3
3.0,1.0,110,-23.5678634,-46.6549223,1490950,3
2.0,1.0,47,-23.6404864,-46.6526494,363680,1
2.0,2.0,70,-23.5615719,-46.6594351,1026910,1
2.0,1.0,77,-23.5708726,-46.6617387,1195370,1
2.0,1.0,47,-23.5593982,-46.6208586,329612,3
3.0,2.0,155,-23.5305948,-46.6793128,1514930,3
4.0,3.0,157,-23.5324905,-46.7178457,1749770,3
4.0,4.0,258,-23.5453503,-46.6859028,3312940,3
1.0,1.0,50,-23.5002303,-46.6350146,278400,3
3.0,2.0,91,-23.6003789,-46.6205955,821285,2
3.0,2.0,420,-23.538097,-46.654655,3711850,1
3.0,2.0,107,-23.5676973,-46.6584557,1205780,3
3.0,2.0,220,-23.6119481,-46.6182593,1664300,2
3.0,1.0,81,-23.4926676,-46.6941298,443406,1
4.0,3.0,367,-23.5767064,-46.6480259,3745440,1
2.0,1.0,62,-23.5517727,-46.5886975,522114,3
2.0,1.0,90,-23.5769043,-46.636004,761575,3
3.0,2.0,167,-23.6059738,-46.7232292,1025540,2
2.0,1.0,52,-23.5738065,-46.6256299,678432,3
2.0,1.0,100,-23.6030133,-46.6712445,1124860,2
4.0,3.0,213,-23.5333504,-46.7162353,1980090,2
2.0,1.0,60,-23.6375197,-46.7356415,322231,3
2.0,1.0,49,-23.6227321,-46.5853247,239754,3
3.0,2.0,114,-23.6345426,-46.7258479,921225,2
4.0,4.0,278,-23.5388166,-46.6674956,3876690,3
1.0,1.0,42,-23.5541042,-46.6753615,347175,3
3.0,3.0,246,-23.5232852,-46.6827043,3033300,3
1.0,2.0,160,-23.6280641,-46.718925,1425560,3
4.0,3.0,420,-23.5623628,-46.6468643,3484460,3
3.0,2.0,74,-23.6331923,-46.6910387,881496,2
4.0,4.0,151,-23.5273042,-46.7274339,1635920,1
4.0,4.0,294,-23.5987964,-46.7234727,2385660,3
2.0,2.0,86,-23.6274807,-46.6072473,420793,3
3.0,1.0,139,-23.5687292,-46.6513971,1445950,3
2.0,1.0,106,-23.5811738,-46.6300533,793329,2
2.0,1.0,70,-23.5582537,-46.6395425,389825,1
3.0,2.0,68,-23.5987244,-46.6001852,567099,2
3.0,2.0,83,-23.6218415,-46.7334115,521772,3
4.0,4.0,352,-23.6256943,-46.7183279,4195220,2
4.0,3.0,127,-23.6469037,-46.6639763,1189300,2
1.0,1.0,35,-23.5669587,-46.6230937,240133,2
4.0,3.0,155,-23.5382649,-46.6796314,1463560,3
3.0,3.0,130,-23.530329,-46.705566,998861,2
2.0,1.0,55,-23.5878134,-46.6270601,473644,1
2.0,1.0,70,-23.5834282,-46.6733214,781899,2
4.0,5.0,480,-23.623294,-46.6745341,3776950,3
4.0,2.0,184,-23.6109774,-46.6908161,1774940,1
3.0,3.0,114,-23.535736,-46.6774852,1263490,2
3.0,2.0,220,-23.5467699,-46.6603637,2193710,3
2.0,1.0,85,-23.5597972,-46.6721885,1060420,1
2.0,1.0,55,-23.5163788,-46.6971723,564944,3
2.0,2.0,113,-23.6324194,-46.7383636,1346760,1
2.0,2.0,77,-23.6109213,-46.6832864,870205,3
1.0,1.0,43,-23.5635955,-46.6447197,520816,2
4.0,2.0,225,-23.5351431,-46.6646929,2092790,3
3.0,3.0,168,-23.6339594,-46.7326286,1033780,1
3.0,2.0,200,-23.5684969,-46.6618233,2426780,3
4.0,3.0,286,-23.5360559,-46.6862435,2842620,2
3.0,3.0,160,-23.6003285,-46.6104002,993968,2
4.0,4.0,132,-23.6340748,-46.7330906,873184,3
1.0,1.0,30,-23.555163,-46.65133,310742,1
3.0,1.0,151,-23.6047013,-46.6688144,1257550,3
4.0,3.0,210,-23.5811222,-46.5891764,1544340,2
3.0,1.0,112,-23.561377,-46.674293,1397270,1
2.0,1.0,116,-23.536507,-46.654259,1077300,1
3.0,1.0,85,-23.586914,-46.633243,774379,2
2.0,3.0,156,-23.5525983,-46.6973418,2162040,3
2.0,1.0,52,-23.529447,-46.707181,552630,2
3.0,2.0,240,-23.6385523,-46.6999185,1701070,2
3.0,1.0,220,-23.5637847,-46.6610722,2606950,2
3.0,1.0,145,-23.5410883,-46.6549216,934336,1
2.0,2.0,105,-23.5600614,-46.6831198,1088540,2
3.0,1.0,136,-23.5714811,-46.6529069,1843360,3
3.0,3.0,200,-23.5926294,-46.6280152,1675750,2
3.0,2.0,149,-23.5968386,-46.6032881,969303,1
2.0,1.0,50,-23.5643189,-46.6276823,642083,2
3.0,2.0,110,-23.6091609,-46.7349482,1021180,2
2.0,1.0,103,-23.535406,-46.65653,886000,1
3.0,1.0,137,-23.5801752,-46.6792311,1139480,3
3.0,2.0,325,-23.5447853,-46.6583645,3925920,3
3.0,2.0,113,-23.551872,-46.6983997,1566090,1
4.0,2.0,119,-23.5608129,-46.6057828,881338,3
1.0,1.0,36,-23.5558883,-46.6419049,372890,3
3.0,2.0,84,-23.5922364,-46.6472276,1059910,1
4.0,4.0,330,-23.548394,-46.661416,4774180,1
4.0,3.0,247,-23.5948295,-46.6706082,3566730,2
2.0,1.0,135,-23.537837,-46.6684885,1255680,1
2.0,1.0,54,-23.6044337,-46.6196786,375146,1
2.0,1.0,54,-23.5532985,-46.6476829,491433,2
2.0,1.0,80,-23.6014355,-46.6433946,733886,3
4.0,4.0,450,-23.6060739,-46.6554163,4710890,1
3.0,1.0,105,-23.6286217,-46.6914527,818516,3
2.0,1.0,83,-23.6105958,-46.6439245,538160,1
3.0,1.0,120,-23.5602722,-46.6565884,1001210,1
2.0,1.0,58,-23.63904,-46.735637,371633,2
2.0,1.0,83,-23.6103304,-46.6652366,819465,1
3.0,1.0,150,-23.528178,-46.676758,841215,2
1.0,1.0,53,-23.6363929,-46.6408903,338121,3
4.0,3.0,190,-23.5990052,-46.7243997,1507990,1
4.0,3.0,315,-23.5801486,-46.6303267,3435550,2
3.0,1.0,105,-23.5878561,-46.6725184,1151640,2
3.0,3.0,207,-23.5922658,-46.6667875,3527590,1
4.0,3.0,200,-23.5618701,-46.695549,1992730,2
4.0,3.0,160,-23.5875751,-46.6414867,1901790,2
4.0,4.0,222,-23.586355,-46.7188582,2222420,1
4.0,4.0,310,-23.5369646,-46.713074,4304800,3
4.0,2.0,550,-23.5380347,-46.6547368,4853060,2
3.0,3.0,200,-23.5280556,-46.7177778,1714690,1
3.0,2.0,271,-23.5476778,-46.6569688,3158730,3
2.0,1.0,55,-23.5580686,-46.6741931,719112,2
4.0,5.0,297,-23.496029,-46.6358711,2868620,1
2.0,1.0,70,-23.58169,-46.6427899,742008,1
3.0,2.0,113,-23.5364725,-46.6768591,1184270,1
2.0,2.0,77,-23.5822214,-46.6809401,849497,2
3.0,1.0,78,-23.5283058,-46.7302384,822573,2
3.0,1.0,127,-23.5805832,-46.6736985,1510420,1
4.0,2.0,254,-23.5601348,-46.6980436,2126870,1
4.0,4.0,176,-23.5290648,-46.6728167,1879690,2
2.0,1.0,78,-23.5342671,-46.6644847,841200,1
2.0,2.0,80,-23.589714,-46.6481861,644264,1
4.0,5.0,291,-23.534686,-46.6719286,3942820,3
1.0,1.0,48,-23.6009222,-46.6717555,476073,3
2.0,1.0,83,-23.5708726,-46.6617387,1288510,2
2.0,3.0,204,-23.553693,-46.6918336,2573440,2
3.0,2.0,100,-23.5613211,-46.6031008,674242,1
4.0,2.0,280,-23.5799614,-46.67154,3264470,2
2.0,2.0,80,-23.6044445,-46.6700649,1429570,1
4.0,5.0,315,-23.5531701,-46.6995309,4671810,3
2.0,2.0,126,-23.602871,-46.6752315,1530150,2
3.0,1.0,100,-23.6134615,-46.6804459,885743,3
2.0,4.0,174,-23.5962879,-46.67744,2425910,1
3.0,3.0,126,-23.5972919,-46.66613,1919140,1
2.0,1.0,48,-23.540048,-46.680639,403041,3
2.0,1.0,96,-23.5290589,-46.6881507,1019250,1
3.0,2.0,124,-23.5630818,-46.5819273,918369,2
4.0,4.0,337,-23.6174191,-46.7340533,3219930,3
2.0,1.0,65,-23.6048931,-46.6379041,419960,1
2.0,1.0,59,-23.6159146,-46.6396869,485948,2
3.0,2.0,101,-23.6085736,-46.6322089,1039780,2
3.0,3.0,260,-23.4918998,-46.6313048,2139690,2
2.0,1.0,85,-23.5386927,-46.6810863,636059,1
1.0,1.0,65,-23.6260404,-46.7330008,774686,3
3.0,3.0,242,-23.4918434,-46.6275483,1787280,2
3.0,1.0,83,-23.5038526,-46.6390443,419912,2
3.0,2.0,95,-23.6341308,-46.6380742,771398,1
3.0,2.0,93,-23.5882965,-46.6366419,1058010,3
2.0,1.0,67,-23.6351664,-46.644148,555129,1
2.0,1.0,70,-23.4919911,-46.6371854,676105,3
3.0,2.0,240,-23.6385523,-46.6999185,1701070,1
2.0,1.0,60,-23.5407094,-46.7142671,730241,1
4.0,3.0,160,-23.5321922,-46.7269211,1776920,3
2.0,1.0,108,-23.5582587,-46.6805252,1347360,1
4.0,5.0,225,-23.5351036,-46.6758663,2559560,2
2.0,1.0,50,-23.5727201,-46.6215227,277744,3
3.0,1.0,109,-23.538734,-46.703882,806196,2
2.0,2.0,79,-23.5752476,-46.6561729,1231590,2
1.0,1.0,70,-23.6071636,-46.6586347,753273,1
3.0,4.0,213,-23.546636,-46.6872753,2833700,3
4.0,3.0,142,-23.5963025,-46.6073446,1380680,2
4.0,3.0,380,-23.6385523,-46.6999185,2693360,1
3.0,1.0,188,-23.5459159,-46.6538636,1790210,3
4.0,3.0,405,-23.6390494,-46.7007211,4291590,2
2.0,1.0,90,-23.5663234,-46.6980945,875320,3
3.0,2.0,81,-23.499288,-46.6383329,528427,1
3.0,2.0,92,-23.6143191,-46.6884839,1295070,2
3.0,3.0,170,-23.5738691,-46.6357674,1566430,3
2.0,2.0,72,-23.603401,-46.6687812,961980,1
4.0,4.0,190,-23.6106286,-46.6811719,2167830,1
3.0,3.0,132,-23.6010016,-46.6110058,1266120,3
3.0,1.0,100,-23.5677442,-46.6565795,1069540,3
4.0,5.0,270,-23.5391094,-46.6729654,3582100,2
4.0,3.0,151,-23.5878069,-46.6743838,2326000,3
2.0,1.0,63,-23.6417193,-46.6750323,442607,3
2.0,1.0,139,-23.587699,-46.674154,2323490,2
3.0,1.0,60,-23.583884,-46.631107,642608,1
3.0,2.0,137,-23.5752989,-46.645939,1388800,1
1.0,1.0,65,-23.6363929,-46.6408903,414677,2
4.0,4.0,197,-23.624389,-46.7321527,1087570,3
3.0,2.0,179,-23.5614478,-46.6527586,1854090,2
4.0,3.0,150,-23.5515864,-46.6980226,2031530,3
4.0,4.0,370,-23.6205175,-46.6792849,4659640,2
4.0,3.0,226,-23.6158722,-46.6853623,3181360,1
4.0,2.0,142,-23.6014523,-46.66878,1308010,3
3.0,2.0,94,-23.5892361,-46.6417937,1354090,3
2.0,2.0,75,-23.5880953,-46.6796849,1499120,1
1.0,1.0,48,-23.5413248,-46.5727693,330029,2
3.0,2.0,100,-23.5573296,-46.6786312,1307480,1
3.0,1.0,198,-23.5671479,-46.6546553,1983640,2
3.0,1.0,129,-23.5382656,-46.6599718,1153570,1
3.0,2.0,86,-23.5863114,-46.7213677,860568,2
2.0,1.0,70,-23.6112319,-46.6625069,833588,1
2.0,1.0,62,-23.5584952,-46.6762096,861581,3
1.0,1.0,33,-23.584093,-46.6349294,361205,3
3.0,2.0,104,-23.5796037,-46.6334015,1168100,3
1.0,1.0,37,-23.5887671,-46.6776711,445091,2
3.0,2.0,127,-23.5469261,-46.6602861,1478320,2
4.0,3.0,240,-23.545106,-46.7176986,2920960,1
1.0,1.0,50,-23.580517,-46.641415,355137,2
2.0,1.0,90,-23.5708823,-46.6492092,1036050,3
3.0,1.0,82,-23.5794794,-46.6421593,772154,1
2.0,2.0,70,-23.5910282,-46.649307,907442,3
3.0,2.0,110,-23.5792453,-46.604981,797947,2
3.0,3.0,200,-23.5367253,-46.6674186,2250360,1
2.0,1.0,80,-23.578579,-46.640626,640050,2
2.0,2.0,120,-23.553693,-46.6918336,1513790,2
2.0,1.0,50,-23.548082,-46.6530787,560319,3
4.0,3.0,192,-23.5680707,-46.6263951,2323270,3
2.0,1.0,60,-23.5921546,-46.6314579,708690,1
3.0,1.0,232,-23.5531864,-46.6616357,2091030,3
4.0,3.0,243,-23.6158722,-46.6853623,3420660,1
3.0,2.0,85,-23.6027843,-46.6308114,740310,2
3.0,4.0,160,-23.6099942,-46.7088125,1020110,3
3.0,2.0,170,-23.6451774,-46.6364424,1288810,2
2.0,2.0,61,-23.5572603,-46.5845355,513693,3
2.0,1.0,83,-23.5575032,-46.6796384,671131,2
3.0,2.0,200,-23.5530893,-46.6586573,1814160,2
2.0,2.0,68,-23.584511,-46.6768617,1011760,3
4.0,3.0,190,-23.5314148,-46.6815697,1737130,2
2.0,1.0,70,-23.6168081,-46.6793209,682435,2
4.0,4.0,161,-23.5963682,-46.6722371,2944460,2
4.0,4.0,184,-23.5341848,-46.6784252,1847470,3
2.0,1.0,92,-23.617751,-46.657834,619258,2
4.0,2.0,110,-23.5610411,-46.6854455,1371690,3
2.0,1.0,61,-23.5307241,-46.6881112,708248,1
3.0,3.0,100,-23.5865603,-46.6420901,1477060,2
3.0,1.0,69,-23.6225921,-46.60405,337613,2
3.0,2.0,61,-23.633358,-46.7379012,481415,3
3.0,2.0,96,-23.541639,-46.6943393,983119,1
3.0,2.0,65,-23.6438322,-46.6022187,318041,2
3.0,2.0,147,-23.6114687,-46.6769582,1545410,3
3.0,1.0,110,-23.5853515,-46.644242,774846,3
2.0,1.0,78,-23.601473,-46.6506721,577654,2
3.0,3.0,168,-23.598362,-46.6822966,1968270,2
3.0,4.0,249,-23.5614117,-46.6890433,3612990,1
3.0,1.0,85,-23.6009764,-46.6196251,631986,2
3.0,2.0,75,-23.5712064,-46.6524111,1024330,1
3.0,3.0,202,-23.5435809,-46.6590228,2369070,2
4.0,3.0,183,-23.6258362,-46.7341141,932984,3
3.0,1.0,62,-23.5583358,-46.6204773,465724,1
4.0,4.0,350,-23.5346441,-46.6830044,3607840,1
4.0,3.0,101,-23.634641,-46.732182,788882,1
2.0,1.0,90,-23.5361377,-46.6831861,750713,1
3.0,1.0,105,-23.5468036,-46.6585453,882239,2
3.0,2.0,105,-23.4925009,-46.6392295,651565,1
3.0,2.0,93,-23.5530633,-46.6803078,1159770,3
2.0,2.0,100,-23.5652892,-46.6630318,1669120,3
3.0,3.0,228,-23.5314047,-46.6682215,2864670,2
3.0,6.0,360,-23.6060546,-46.6440045,3558320,1
2.0,1.0,230,-23.56333,-46.6711155,2624900,2
1.0,1.0,29,-23.547203,-46.5709427,215716,3
2.0,1.0,60,-23.6409199,-46.6640832,391143,3
4.0,4.0,310,-23.5882965,-46.6366419,3526680,1
1.0,1.0,48,-23.6256447,-46.6630697,513996,3
2.0,1.0,55,-23.5987244,-46.6001852,458683,3
3.0,3.0,185,-23.5982729,-46.6753486,2013080,1
4.0,4.0,190,-23.6290649,-46.6925819,2079680,1
2.0,1.0,80,-23.5348065,-46.6717744,705005,2
4.0,3.0,323,-23.5741136,-46.6353103,3525980,1
3.0,3.0,230,-23.5793974,-46.6450038,1773590,2
4.0,2.0,300,-23.573739,-46.6583082,2896010,1
3.0,4.0,270,-23.5707716,-46.6366754,2284730,1
4.0,4.0,288,-23.522393,-46.731471,3369250,1
4.0,2.0,180,-23.6082078,-46.6587679,2143510,3
3.0,4.0,165,-23.539899,-46.68044,1712450,1
3.0,1.0,135,-23.6240439,-46.644573,848723,1
2.0,1.0,54,-23.4945411,-46.6277142,360048,1
2.0,1.0,62,-23.5652725,-46.5834353,459184,2
4.0,5.0,310,-23.5369054,-46.7132698,4037550,1
3.0,1.0,152,-23.5657564,-46.6652568,1988390,1
4.0,4.0,244,-23.6245642,-46.7359575,1566960,2
3.0,1.0,73,-23.5048134,-46.6770845,368768,2
1.0,1.0,67,-23.6400096,-46.6738526,743933,2
3.0,3.0,350,-23.5851973,-46.7193461,4936370,3
3.0,2.0,72,-23.5420918,-46.5699879,506997,1
2.0,1.0,108,-23.5790541,-46.6898354,1358960,1
3.0,3.0,178,-23.6228204,-46.6387337,1866610,1
4.0,2.0,105,-23.600422,-46.6803168,1571700,1
3.0,2.0,150,-23.6206437,-46.6705926,1521770,2
3.0,2.0,154,-23.5398459,-46.7163266,1229400,2
2.0,2.0,100,-23.5930224,-46.6296421,1175060,2
3.0,1.0,128,-23.5398725,-46.6580695,1051880,2
2.0,1.0,53,-23.6082342,-46.6611368,850542,2
3.0,1.0,80,-23.6435613,-46.6717087,435029,1
3.0,1.0,95,-23.5434726,-46.7040933,896511,2
2.0,1.0,46,-23.5462874,-46.6908079,341095,3
4.0,2.0,114,-23.6255411,-46.6380016,888472,1
3.0,2.0,77,-23.5844551,-46.6380412,644564,3
3.0,1.0,94,-23.5605416,-46.6679403,1378990,1
2.0,1.0,80,-23.5521469,-46.6958252,973654,3
2.0,1.0,80,-23.558011,-46.6753858,724549,2
2.0,1.0,85,-23.577841,-46.640917,978491,1
1.0,1.0,39,-23.5986781,-46.677015,652576,2
2.0,2.0,105,-23.640294,-46.6470333,724684,1
3.0,3.0,282,-23.6084945,-46.7268872,1787170,2
3.0,2.0,121,-23.5314548,-46.6818818,1328680,2
3.0,4.0,198,-23.603302,-46.6401134,2718650,2
1.0,1.0,40,-23.600229,-46.6705335,437504,3
3.0,2.0,75,-23.5352452,-46.575463,571111,2
3.0,2.0,94,-23.587283,-46.631203,842632,3
2.0,1.0,70,-23.630755,-46.6704579,630225,1
1.0,1.0,38,-23.6436762,-46.6997977,271524,3
3.0,1.0,177,-23.5434417,-46.6562989,1745850,2
2.0,1.0,60,-23.5280626,-46.6973977,581880,3
3.0,2.0,120,-23.5410793,-46.677399,1111390,1
1.0,1.0,56,-23.5536847,-46.6505033,1080240,1
3.0,4.0,311,-23.5097595,-46.6507406,2306240,1
1.0,1.0,40,-23.5825649,-46.6853306,647076,1
2.0,1.0,65,-23.6069955,-46.69516,848220,1
2.0,1.0,72,-23.626396,-46.6854707,794247,2
1.0,1.0,38,-23.5746579,-46.6545032,403163,3
4.0,2.0,121,-23.6392779,-46.7157569,1176520,3
3.0,3.0,210,-23.5839823,-46.6458994,1925940,1
3.0,2.0,280,-23.533564,-46.659367,2789750,3
3.0,2.0,94,-23.57021,-46.6375229,1081390,2
4.0,3.0,215,-23.5352752,-46.6772473,1852170,1
3.0,2.0,226,-23.5701072,-46.6560639,2460100,3
4.0,5.0,267,-23.5341317,-46.6672791,4819530,2
3.0,2.0,117,-23.6161035,-46.6241257,945274,2
3.0,1.0,125,-23.5850197,-46.6867806,1331350,2
2.0,2.0,204,-23.6229395,-46.735775,1229970,1
3.0,1.0,132,-23.5738371,-46.6574017,1635140,2
3.0,3.0,95,-23.6247334,-46.7347879,786644,2
3.0,1.0,113,-23.5441759,-46.660263,1266320,3
4.0,3.0,123,-23.6241382,-46.7392246,1465940,2
4.0,2.0,133,-23.5940481,-46.6077557,1087580,1
2.0,1.0,60,-23.5588224,-46.6731328,748535,3
2.0,1.0,61,-23.5407409,-46.6527673,442191,2
3.0,1.0,190,-23.5538572,-46.6604249,1723460,2
3.0,2.0,135,-23.5693889,-46.6327633,1009840,2
4.0,3.0,187,-23.6297693,-46.7294905,1121070,1
3.0,1.0,123,-23.5677787,-46.6881543,1534500,1
3.0,2.0,149,-23.608218,-46.6578798,1665910,2
1.0,1.0,44,-23.555633,-46.6488472,455754,3
2.0,1.0,56,-23.6188082,-46.6377826,576511,3
3.0,1.0,150,-23.5965348,-46.645581,1161450,3
3.0,1.0,127,-23.5754462,-46.6447094,1236480,3
2.0,2.0,66,-23.5425436,-46.5717738,431631,3
3.0,1.0,97,-23.5479313,-46.6931093,821570,2
2.0,1.0,64,-23.5836754,-46.6811004,754258,3
3.0,3.0,214,-23.6333613,-46.7309264,1558880,1
4.0,3.0,165,-23.5767884,-46.6227253,1564220,3
2.0,1.0,105,-23.5192679,-46.7048253,474512,3
4.0,4.0,315,-23.5495869,-46.6613025,4246780,3
3.0,2.0,96,-23.5419252,-46.7024072,967306,3
4.0,2.0,121,-23.4972239,-46.6320562,692846,3
4.0,4.0,335,-23.5767089,-46.602818,2900190,2
1.0,1.0,96,-23.5615126,-46.6861646,898590,1
3.0,1.0,90,-23.5527941,-46.698058,1088240,2
3.0,2.0,88,-23.6003136,-46.619261,843149,2
4.0,2.0,135,-23.5921792,-46.7205465,1131810,1
4.0,3.0,226,-23.6008631,-46.6615442,3051930,1
2.0,1.0,70,-23.539544,-46.702814,446678,2
3.0,1.0,103,-23.5298093,-46.6854756,749369,1
